md,GR
6744.000000000001,68.081
6744.500000000001,69.001
6745.0,70.728
6745.5,72.197
6746.0,72.792
6746.5,76.203
6746.999999999999,80.179
6747.500000000001,80.031
6748.000000000001,77.081
6748.500000000001,76.16
6749.0,76.078
6749.5,76.552
6750.0,79.308
6750.5,80.857
6750.999999999999,82.406
6751.500000000001,84.363
6752.000000000001,86.74
6752.500000000001,88.192
6753.0,88.012
6753.5,86.212
6754.0,85.713
6754.5,85.214
6754.999999999999,84.583
6755.500000000001,83.229
6756.000000000001,76.434
6756.500000000001,74.09
6757.0,70.305
6757.5,65.734
6758.0,56.043
6758.5,52.476
6759.0,48.909
6759.500000000001,45.38
6760.000000000001,44.035
6760.500000000001,42.516
6761.0,42.363
6761.5,43.229
6762.0,45.549
6762.5,47.869
6763.0,51.067
6763.500000000001,54.164
6764.000000000001,56.389
6764.500000000001,59.847
6765.0,63.487
6765.5,65.267
6766.0,67.32
6766.5,69.255
6767.0,76.333
6767.500000000001,80.239
6768.000000000001,80.912
6768.500000000001,80.066
6769.0,76.959
6769.5,72.66
6770.0,64.021
6770.5,55.382
6771.0,48.108
6771.500000000001,40.402
6772.000000000001,38.63
6772.500000000001,38.447
6773.0,38.264
6773.5,38.081
6774.0,37.693
6774.5,37.296
6775.0,37.444
6775.500000000001,37.737
6776.000000000001,37.558
6776.500000000001,36.588
6777.0,34.194
6777.5,31.232
6778.0,29.421
6778.5,28.718
6779.0,28.813
6779.500000000001,29.797
6780.000000000001,30.912
6780.500000000001,38.05
6781.0,42.678
6781.5,42.717
6782.0,41.053
6782.5,39.826
6783.0,38.532
6783.500000000001,38.66
6784.000000000001,41.886
6784.500000000001,46.647
6785.0,58.443
6785.5,58.655
6786.0,53.289
6786.5,44.177
6787.0,26.379
6787.500000000001,20.976
6788.000000000001,20.742
6788.500000000001,22.328
6789.0,23.101
6789.5,20.744
6790.0,18.609
6790.5,17.246
6791.0,17.124
6791.500000000001,17.124
6792.000000000001,18.572
6792.500000000001,20.165
6793.0,22.788
6793.5,29.159
6794.0,41.975
6794.5,51.909
6795.0,58.118
6795.500000000001,56.595
6796.000000000001,48.473
6796.500000000001,40.01
6797.0,38.49
6797.5,41.999
6798.0,53.038
6798.5,60.873
6799.0,65.28
6799.500000000001,69.087
6800.000000000001,72.518
6800.500000000001,74.192
6801.0,74.371
6801.5,72.232
6802.0,69.483
6802.5,64.445
6803.0,58.089
6803.500000000001,51.747
6804.000000000001,47.456
6804.500000000001,43.164
6805.0,41.998
6805.5,41.918
6806.0,43.391
6806.5,51.406
6807.0,55.278
6807.500000000001,55.787
6808.000000000001,56.191
6808.500000000001,60.843
6809.0,71.377
6809.5,72.869
6810.0,71.135
6810.5,64.324
6811.0,54.496
6811.500000000001,44.669
6812.000000000001,37.185
6812.500000000001,34.688
6813.0,27.766
6813.5,27.551
6814.0,27.398
6814.5,27.63
6815.0,28.724
6815.500000000001,32.843
6816.000000000001,42.378
6816.500000000001,45.165
6817.0,48.147
6817.5,48.486
6818.0,49.583
6818.5,52.652
6819.0,55.004
6819.500000000001,55.004
6820.000000000001,55.481
6820.500000000001,66.256
6821.0,66.479
6821.5,65.094
6822.0,62.762
6822.5,60.315
6823.0,59.088
6823.500000000001,59.45
6824.000000000001,65.025
6824.500000000001,73.965
6825.0,72.976
6825.5,71.185
6826.0,69.921
6826.5,68.533
6827.0,66.813
6827.500000000001,64.971
6828.000000000001,63.304
6828.500000000001,63.273
6829.0,65.294
6829.5,68.598
6830.0,72.967
6830.5,72.778
6831.0,71.058
6831.500000000001,69.338
6832.000000000001,67.479
6832.500000000001,67.051
6833.0,66.667
6833.5,65.289
6834.0,64.529
6834.5,64.534
6835.0,65.295
6835.500000000001,66.055
6836.000000000001,66.805
6836.500000000001,66.842
6837.0,66.578
6837.5,65.468
6838.0,63.724
6838.5,62.769
6839.0,61.815
6839.500000000001,62.467
6840.000000000001,64.45
6840.500000000001,66.432
6841.0,66.947
6841.5,65.198
6842.0,60.567
6842.5,57.036
6843.0,56.948
6843.500000000001,61.029
6844.000000000001,62.786
6844.500000000001,63.652
6845.0,64.239
6845.5,64.8
6846.0,65.628
6846.5,66.697
6847.0,72.83
6847.500000000001,73.373
6848.000000000001,72.927
6848.500000000001,71.701
6849.0,69.485
6849.5,67.823
6850.0,67.344
6850.5,78.044
6851.0,94.084
6851.500000000001,93.889
6852.000000000001,90.945
6852.500000000001,84.803
6853.0,81.178
6853.5,75.88
6854.0,70.838
6854.5,60.85
6855.0,59.501
6855.500000000001,59.503
6856.000000000001,59.136
6856.500000000001,58.207
6857.0,52.014
6857.5,39.121
6858.0,36.364
6858.5,36.261
6859.0,42.326
6859.500000000001,50.012
6860.000000000001,63.22
6860.500000000001,78.535
6861.0,80.218
6861.5,81.745
6862.0,83.857
6862.5,84.022
6863.0,83.845
6863.500000000001,76.787
6864.000000000001,53.884
6864.500000000001,37.131
6865.0,27.52
6865.5,20.407
6866.0,16.182
6866.5,15.914
6867.0,15.419
6867.500000000001,14.623
6868.000000000001,13.172
6868.500000000001,12.903
6869.0,12.84
6869.5,13.302
6870.0,14.49
6870.5,14.631
6871.0,13.694
6871.500000000001,12.467
6872.000000000001,13.58
6872.500000000001,15.442
6873.0,18.192
6873.5,20.663
6874.0,20.933
6874.5,20.655
6875.0,19.411
6875.500000000001,17.509
6876.000000000001,16.929
6876.500000000001,17.774
6877.0,18.865
6877.5,19.955
6878.0,20.455
6878.5,20.6
6879.0,20.651
6879.500000000001,20.348
6880.000000000001,19.847
6880.500000000001,19.345
6881.0,20.945
6881.5,22.293
6882.0,23.642
6882.5,26.709
6883.0,29.748
6883.500000000001,31.757
6884.000000000001,31.8
6884.500000000001,30.61
6885.0,28.279
6885.5,25.948
6886.0,25.367
6886.5,25.303
6887.0,26.946
6887.500000000001,29.96
6888.000000000001,32.902
6888.500000000001,33.082
6889.0,30.214
6889.5,27.402
6890.0,26.721
6890.5,31.349
6891.0,31.536
6891.500000000001,30.551
6892.000000000001,29.977
6892.500000000001,30.818
6893.0,31.729
6893.5,30.799
6894.0,29.924
6894.5,29.103
6895.0,28.281
6895.500000000001,27.46
6896.000000000001,26.639
6896.500000000001,25.855
6897.0,25.11
6897.5,24.219
6898.0,23.175
6898.5,22.131
6899.0,21.683
6899.500000000001,21.327
6900.000000000001,21.213
6900.500000000001,25.661
6901.0,27.919
6901.5,31.709
6902.0,34.953
6902.5,39.533
6903.0,43.194
6903.500000000001,46.468
6904.000000000001,46.724
6904.500000000001,46.007
6905.0,43.109
6905.5,41.447
6906.0,39.231
6906.5,36.21
6907.0,31.912
6907.500000000001,26.706
6908.000000000001,25.955
6908.500000000001,26.052
6909.0,28.157
6909.5,42.952
6910.0,43.777
6910.5,38.002
6911.0,31.742
6911.500000000001,25.811
6912.000000000001,24.792
6912.500000000001,24.631
6913.0,24.47
6913.5,24.309
6914.0,24.132
6914.5,23.949
6915.0,23.767
6915.499999999999,23.336
6916.000000000001,21.997
6916.500000000001,19.035
6917.0,17.592
6917.5,16.149
6918.0,15.649
6918.5,16.198
6919.0,17.99
6919.499999999999,20.24
6920.000000000001,22.309
6920.500000000001,23.233
6921.0,23.995
6921.5,28.841
6922.0,31.268
6922.5,34.035
6923.0,34.276
6923.499999999999,34.648
6924.000000000001,36.033
6924.500000000001,38.188
6925.0,39.01
6925.5,38.888
6926.0,38.669
6926.5,38.847
6927.0,39.613
6927.499999999999,40.268
6928.000000000001,36.142
6928.500000000001,31.531
6929.0,26.919
6929.5,22.308
6930.0,17.696
6930.5,13.875
6931.0,11.606
6931.499999999999,11.763
6932.000000000001,12.616
6932.500000000001,13.877
6933.0,15.138
6933.5,16.523
6934.0,15.744
6934.5,14.263
6935.0,12.727
6935.499999999999,11.378
6936.000000000001,10.945
6936.500000000001,11.763
6937.0,12.697
6937.5,14.341
6938.0,16.145
6938.5,18.069
6939.0,21.418
6939.499999999999,28.19
6940.000000000001,34.962
6940.500000000001,50.755
6941.0,50.641
6941.5,46.477
6942.0,38.341
6942.5,35.013
6943.0,34.333
6943.499999999999,35.051
6944.000000000001,36.759
6944.500000000001,38.726
6945.0,40.692
6945.5,40.281
6946.0,35.642
6946.5,31.992
6947.0,31.957
6947.499999999999,33.767
6948.000000000001,36.592
6948.500000000001,38.492
6949.0,37.95
6949.5,35.572
6950.0,32.252
6950.5,29.577
6951.0,29.439
6951.499999999999,29.85
6952.000000000001,30.538
6952.500000000001,31.314
6953.0,32.221
6953.5,32.987
6954.0,37.266
6954.5,41.271
6955.0,41.255
6955.499999999999,41.033
6956.000000000001,40.342
6956.500000000001,38.631
6957.0,36.92
6957.5,35.209
6958.0,33.498
6958.5,31.787
6959.0,30.076
6959.499999999999,28.583
6960.000000000001,27.644
6960.500000000001,27.655
6961.0,30.361
6961.5,30.737
6962.0,30.648
6962.5,30.491
6963.0,30.006
6963.499999999999,29.521
6964.000000000001,29.036
6964.500000000001,26.868
6965.0,24.81
6965.5,23.131
6966.0,21.51
6966.5,20.522
6967.0,20.107
6967.499999999999,21.309
6968.000000000001,27.529
6968.500000000001,33.75
6969.0,53.337
6969.5,53.506
6970.0,52.556
6970.5,46.897
6971.0,40.421
6971.499999999999,37.359
6972.000000000001,34.739
6972.500000000001,33.843
6973.0,33.251
6973.5,32.533
6974.0,30.298
6974.5,28.062
6975.0,27.498
6975.499999999999,27.592
6976.000000000001,29.51
6976.500000000001,32.507
6977.000000000001,36.631
6977.5,40.634
6978.0,44.638
6978.5,46.477
6979.0,46.36
6979.499999999999,43.842
6980.000000000001,29.07
6980.500000000001,27.203
6981.000000000001,25.665
6981.5,24.126
6982.0,22.568
6982.5,20.599
6983.0,19.62
6983.499999999999,21.406
6984.000000000001,23.192
6984.500000000001,25.46
6985.000000000001,29.756
6985.5,40.074
6986.0,47.839
6986.5,54.853
6987.0,61.866
6987.499999999999,69.322
6988.000000000001,77.376
6988.500000000001,80.502
6989.000000000001,81.845
6989.5,81.71
6990.0,79.965
6990.5,77.708
6991.0,75.45
6991.499999999999,73.192
6992.000000000001,72.483
6992.500000000001,71.787
6993.000000000001,70.915
6993.5,69.41
6994.0,63.228
6994.5,61.86
6995.0,62.104
6995.499999999999,63.923
6996.000000000001,65.257
6996.500000000001,66.17
6997.000000000001,67.128
6997.5,69.058
6998.0,74.287
6998.5,81.741
6999.0,81.882
6999.499999999999,80.683
7000.000000000001,75.477
7000.500000000001,71.326
7001.000000000001,70.922
7001.5,71.862
7002.0,73.224
7002.5,77.022
7003.0,80.82
7003.5,81.292
7004.000000000001,81.157
7004.500000000001,79.965
7005.000000000001,78.276
7005.5,76.485
7006.0,74.695
7006.5,72.904
7007.0,71.114
7007.5,66.394
7008.000000000001,61.524
7008.500000000001,56.654
7009.000000000001,51.989
7009.5,47.946
7010.0,42.852
7010.5,37.107
7011.0,35.071
7011.5,35.071
7012.000000000001,35.702
7012.500000000001,36.428
7013.000000000001,37.318
7013.5,38.531
7014.0,37.633
7014.5,36.452
7015.0,35.358
7015.5,34.595
7016.000000000001,34.231
7016.500000000001,34.388
7017.000000000001,34.978
7017.5,35.423
7018.0,35.662
7018.5,38.412
7019.0,41.866
7019.5,46.057
7020.000000000001,52.441
7020.500000000001,60.998
7021.000000000001,66.351
7021.5,66.524
7022.0,66.697
7022.5,67.865
7023.0,69.869
7023.5,70.554
7024.000000000001,70.503
7024.500000000001,70.453
7025.000000000001,71.647
7025.5,74.706
7026.0,81.481
7026.5,85.242
7027.0,89.004
7027.5,91.491
7028.000000000001,93.678
7028.500000000001,93.766
7029.000000000001,93.567
7029.5,92.366
7030.0,83.425
7030.5,86.646
7031.0,87.072
7031.5,84.375
7032.000000000001,80.495
7032.500000000001,73.485
7033.000000000001,71.57
7033.5,61.589
7034.0,56.304
7034.5,48.35
7035.0,48.104
7035.5,53.253
7036.000000000001,61.289
7036.500000000001,60.594
7037.000000000001,56.644
7037.5,51.743
7038.0,47.982
7038.5,45.038
7039.0,42.094
7039.5,39.15
7040.000000000001,36.206
7040.500000000001,28.952
7041.000000000001,25.768
7041.5,25.418
7042.0,25.619
7042.5,26.33
7043.0,27.042
7043.5,27.834
7044.000000000001,28.812
7044.500000000001,29.79
7045.000000000001,30.768
7045.5,31.428
7046.0,31.865
7046.5,34.464
7047.0,37.965
7047.5,39.601
7048.000000000001,39.016
7048.500000000001,37.556
7049.000000000001,35.667
7049.5,33.777
7050.0,31.936
7050.5,30.05
7051.0,28.063
7051.5,26.077
7052.000000000001,25.462
7052.500000000001,25.19
7053.000000000001,30.441
7053.5,39.1
7054.0,48.828
7054.5,65.891
7055.0,69.551
7055.5,79.175
7056.000000000001,77.656
7056.500000000001,72.103
7057.000000000001,65.973
7057.5,59.004
7058.0,54.752
7058.5,48.106
7059.0,47.765
7059.5,47.765
7060.000000000001,52.197
7060.500000000001,60.429
7061.000000000001,64.112
7061.5,63.61
7062.0,60.265
7062.5,50.611
7063.0,45.288
7063.5,40.772
7064.000000000001,39.381
7064.500000000001,39.156
7065.000000000001,38.932
7065.5,38.826
7066.0,38.983
7066.5,40.21
7067.0,41.55
7067.5,42.399
7068.000000000001,42.788
7068.500000000001,43.223
7069.000000000001,44.745
7069.5,45.392
7070.0,44.858
7070.5,43.089
7071.0,40.516
7071.5,38.163
7072.000000000001,37.305
7072.500000000001,36.181
7073.000000000001,34.824
7073.5,34.029
7074.0,33.641
7074.5,34.97
7075.0,39.788
7075.5,39.413
7076.000000000001,34.405
7076.500000000001,26.318
7077.000000000001,23.529
7077.5,23.577
7078.0,24.691
7078.5,28.298
7079.0,33.023
7079.5,37.852
7080.000000000001,44.844
7080.500000000001,50.673
7081.000000000001,45.541
7081.5,43.928
7082.0,44.78
7082.5,52.828
7083.0,58.342
7083.5,62.073
7084.000000000001,63.534
7084.500000000001,65.607
7085.000000000001,67.747
7085.5,70.978
7086.0,74.948
7086.5,78.884
7087.0,79.78
7087.5,79.396
7088.000000000001,77.636
7088.500000000001,75.607
7089.000000000001,73.577
7089.5,72.427
7090.0,71.834
7090.5,71.565
7091.0,71.493
7091.5,71.609
7092.000000000001,72.079
7092.500000000001,72.771
7093.000000000001,73.462
7093.5,75.412
7094.0,82.56
7094.5,92.53
7095.0,92.708
7095.5,91.111
7096.000000000001,83.708
7096.500000000001,71.283
7097.000000000001,51.049
7097.5,56.494
7098.0,63.044
7098.5,68.616
7099.0,74.188
7099.5,75.807
7100.000000000001,75.963
7100.500000000001,72.609
7101.000000000001,67.321
7101.5,66.81
7102.0,66.377
7102.5,66.003
7103.0,61.828
7103.5,61.248
7104.000000000001,62.714
7104.500000000001,65.959
7105.000000000001,67.373
7105.5,69.216
7106.0,72.52
7106.5,75.824
7107.0,81.203
7107.5,81.414
7108.000000000001,70.928
7108.500000000001,62.143
7109.000000000001,62.333
7109.5,64.333
7110.0,69.881
7110.5,75.43
7111.0,78.299
7111.5,73.632
7112.000000000001,68.136
7112.500000000001,64.965
7113.000000000001,59.387
7113.5,57.928
7114.0,58.585
7114.5,60.379
7115.0,60.585
7115.5,60.442
7116.000000000001,59.882
7116.500000000001,58.954
7117.000000000001,56.887
7117.5,54.537
7118.0,54.653
7118.5,57.362
7119.0,63.493
7119.5,71.339
7120.000000000001,77.425
7120.500000000001,77.508
7121.000000000001,74.766
7121.5,74.363
7122.0,73.989
7122.5,73.631
7123.0,72.165
7123.5,69.808
7124.000000000001,69.735
7124.500000000001,69.537
7125.000000000001,67.247
7125.5,59.752
7126.0,59.994
7126.5,62.037
7127.0,65.736
7127.5,69.36
7128.000000000001,69.723
7128.500000000001,69.743
7129.000000000001,67.019
7129.5,63.562
7130.0,59.384
7130.5,55.324
7131.0,54.612
7131.5,54.377
7132.000000000001,55.732
7132.500000000001,65.85
7133.000000000001,71.147
7133.5,71.745
7134.0,68.642
7134.5,60.891
7135.0,54.38
7135.5,53.315
7136.000000000001,52.739
7136.500000000001,52.256
7137.000000000001,51.63
7137.5,44.947
7138.0,36.03
7138.5,29.859
7139.0,28.702
7139.5,28.133
7140.000000000001,27.565
7140.500000000001,26.351
7141.000000000001,21.973
7141.5,22.1
7142.0,23.627
7142.5,26.429
7143.0,29.141
7143.5,31.438
7144.000000000001,31.156
7144.500000000001,29.882
7145.000000000001,28.608
7145.5,27.405
7146.0,26.481
7146.5,25.653
7147.0,25.078
7147.5,25.008
7148.000000000001,25.814
7148.500000000001,26.774
7149.000000000001,28.121
7149.5,30.383
7150.0,31.737
7150.5,31.92
7151.0,30.778
7151.5,26.529
7152.000000000001,23.059
7152.500000000001,21.102
7153.000000000001,20.523
7153.5,21.37
7154.0,22.218
7154.5,22.73
7155.0,22.289
7155.5,21.986
7156.000000000001,21.866
7156.500000000001,22.208
7157.000000000001,23.24
7157.5,24.894
7158.0,27.326
7158.5,29.758
7159.0,33.266
7159.5,38.524
7160.000000000001,39.183
7160.500000000001,38.828
7161.000000000001,32.375
7161.5,26.745
7162.0,26.379
7162.5,28.802
7163.0,32.714
7163.5,47.005
7164.000000000001,48.856
7164.500000000001,47.659
7165.000000000001,37.736
7165.5,28.5
7166.0,25.058
7166.5,24.175
7167.0,23.036
7167.5,21.897
7167.999999999999,21.42
7168.500000000001,22.658
7169.000000000001,24.402
7169.5,27.832
7170.0,28.836
7170.5,25.295
7171.0,20.694
7171.5,18.76
7171.999999999999,19.292
7172.500000000001,23.503
7173.000000000001,27.714
7173.5,28.579
7174.0,27.756
7174.5,25.29
7175.0,23.738
7175.5,25.139
7175.999999999999,27.903
7176.500000000001,32.882
7177.000000000001,37.056
7177.5,38.389
7178.0,39.531
7178.5,46.605
7179.0,63.219
7179.5,82.349
7179.999999999999,85.063
7180.500000000001,85.26
7181.000000000001,84.93
7181.5,84.6
7182.0,84.204
7182.5,84.119
7183.0,84.742
7183.5,85.486
7183.999999999999,85.052
7184.500000000001,82.624
7185.000000000001,80.824
7185.5,80.19
7186.0,79.551
7186.5,78.479
7187.0,74.328
7187.5,67.311
7187.999999999999,62.789
7188.500000000001,62.715
7189.000000000001,63.778
7189.5,67.192
7190.0,70.606
7190.5,71.404
7191.0,71.767
7191.5,73.906
7191.999999999999,78.92
7192.500000000001,86.996
7193.000000000001,89.78
7193.5,87.187
7194.0,83.265
7194.5,77.902
7195.0,73.241
7195.5,60.847
7195.999999999999,48.453
7196.500000000001,44.035
7197.000000000001,45.438
7197.5,52.015
7198.0,65.259
7198.5,73.791
7199.0,73.991
7199.5,67.789
7199.999999999999,60.121
7200.500000000001,58.211
7201.000000000001,56.457
7201.5,55.386
7202.0,51.641
7202.5,46.067
7203.0,42.194
7203.5,30.255
7203.999999999999,27.484
7204.500000000001,26.491
7205.000000000001,25.893
7205.5,25.549
7206.0,25.631
7206.5,27.674
7207.0,28.677
7207.5,29.659
7207.999999999999,30.642
7208.500000000001,34.45
7209.000000000001,39.499
7209.5,44.489
7210.0,49.478
7210.5,54.369
7211.0,57.757
7211.5,61.712
7211.999999999999,69.892
7212.500000000001,75.443
7213.000000000001,77.737
7213.5,91.142
7214.0,94.897
7214.5,96.314
7215.0,96.394
7215.5,95.069
7215.999999999999,87.627
7216.500000000001,79.598
7217.000000000001,74.361
7217.5,69.123
7218.0,63.886
7218.5,58.649
7219.0,53.412
7219.5,48.174
7219.999999999999,42.937
7220.500000000001,37.7
7221.000000000001,29.072
7221.500000000001,22.85
7222.0,21.558
7222.5,21.777
7223.0,22.342
7223.5,25.013
7223.999999999999,28.768
7224.500000000001,29.743
7225.000000000001,29.607
7225.500000000001,28.56
7226.0,26.354
7226.5,21.195
7227.0,19.004
7227.5,18.557
7227.999999999999,18.716
7228.500000000001,18.875
7229.000000000001,20.515
7229.500000000001,24.28
7230.0,29.88
7230.5,31.145
7231.0,30.28
7231.5,27.878
7231.999999999999,25.796
7232.500000000001,25.025
7233.000000000001,25.542
7233.500000000001,28.274
7234.0,30.323
7234.5,32.448
7235.0,33.706
7235.5,35.015
7235.999999999999,45.643
7236.500000000001,69.053
7237.000000000001,82.48
7237.500000000001,90.511
7238.0,100.321
7238.5,99.735
7239.0,97.972
7239.5,94.342
7239.999999999999,88.606
7240.500000000001,84.092
7241.000000000001,68.048
7241.500000000001,51.712
7242.0,34.169
7242.5,21.278
7243.0,20.294
7243.5,19.668
7243.999999999999,19.307
7244.500000000001,17.25
7245.000000000001,15.671
7245.500000000001,14.851
7246.0,14.619
7246.5,14.404
7247.0,14.54
7247.5,14.677
7247.999999999999,14.914
7248.500000000001,15.585
7249.000000000001,16.255
7249.500000000001,16.926
7250.0,18.922
7250.5,20.843
7251.0,20.859
7251.5,19.438
7252.0,18.939
7252.500000000001,18.532
7253.000000000001,18.096
7253.500000000001,16.862
7254.0,16.196
7254.5,15.816
7255.0,16.338
7255.5,17.296
7256.0,18.098
7256.500000000001,18.098
7257.000000000001,17.474
7257.500000000001,16.193
7258.0,14.751
7258.5,14.074
7259.0,13.646
7259.5,13.5
7260.0,13.909
7260.500000000001,15.259
7261.000000000001,16.91
7261.500000000001,18.485
7262.0,19.865
7262.5,24.078
7263.0,27.361
7263.5,27.64
7264.0,27.319
7264.500000000001,25.301
7265.000000000001,23.283
7265.500000000001,19.054
7266.0,14.427
7266.5,12.86
7267.0,12.645
7267.5,15.244
7268.0,17.675
7268.500000000001,19.781
7269.000000000001,20.826
7269.500000000001,21.396
7270.0,24.597
7270.5,28.996
7271.0,31.263
7271.5,31.301
7272.0,30.03
7272.500000000001,28.786
7273.000000000001,27.009
7273.500000000001,26.921
7274.0,27.262
7274.5,27.603
7275.0,27.489
7275.5,26.751
7276.0,26.346
7276.500000000001,26.423
7277.000000000001,29.316
7277.500000000001,33.205
7278.0,36.395
7278.5,40.087
7279.0,43.899
7279.5,47.711
7280.0,58.551
7280.500000000001,67.512
7281.000000000001,65.804
7281.500000000001,65.263
7282.0,66.412
7282.5,70.257
7283.0,75.011
7283.5,81.13
7284.0,84.069
7284.500000000001,90.407
7285.000000000001,90.393
7285.500000000001,89.376
7286.0,86.382
7286.5,84.368
7287.0,84.711
7287.5,86.842
7288.0,89.366
7288.500000000001,91.89
7289.000000000001,92.799
7289.500000000001,92.889
7290.0,90.732
7290.5,73.567
7291.0,56.051
7291.5,50.08
7292.0,45.175
7292.500000000001,41.062
7293.000000000001,39.12
7293.500000000001,38.163
7294.0,37.307
7294.5,34.82
7295.0,33.445
7295.5,32.598
7296.0,32.528
7296.500000000001,34.188
7297.000000000001,34.769
7297.500000000001,35.349
7298.0,36.468
7298.5,39.252
7299.0,40.943
7299.5,42.634
7300.0,43.043
7300.500000000001,43.064
7301.000000000001,42.72
7301.500000000001,41.911
7302.0,38.51
7302.5,37.918
7303.0,38.075
7303.5,43.06
7304.0,59.512
7304.500000000001,70.548
7305.000000000001,71.092
7305.500000000001,71.848
7306.0,72.697
7306.5,73.546
7307.0,78.851
7307.5,84.408
7308.0,84.626
7308.500000000001,84.063
7309.000000000001,82.984
7309.500000000001,81.457
7310.0,78.479
7310.5,68.473
7311.0,68.34
7311.5,73.553
7312.0,79.111
7312.500000000001,77.769
7313.000000000001,76.375
7313.500000000001,76.158
7314.0,77.815
7314.5,79.82
7315.0,80.206
7315.5,79.665
7316.0,77.775
7316.500000000001,77.306
7317.000000000001,77.111
7317.500000000001,77.247
7318.0,78.213
7318.5,79.649
7319.0,81.002
7319.5,81.834
7320.0,81.97
7320.500000000001,76.346
7321.000000000001,73.044
7321.500000000001,72.781
7322.0,74.856
7322.5,77.427
7323.0,78.953
7323.5,77.788
7324.0,75.166
7324.500000000001,74.376
7325.000000000001,75.89
7325.500000000001,77.437
7326.0,78.111
7326.5,81.154
7327.0,82.298
7327.5,82.184
7328.0,78.588
7328.500000000001,74.046
7329.000000000001,64.535
7329.500000000001,62.345
7330.0,64.792
7330.5,68.934
7331.0,73.09
7331.5,74.24
7332.0,75.145
7332.500000000001,75.35
7333.000000000001,75.258
7333.500000000001,75.424
7334.0,76.569
7334.5,77.714
7335.0,80.063
7335.5,81.32
7336.0,81.897
7336.500000000001,82.475
7337.000000000001,83.145
7337.500000000001,84.273
7338.0,85.124
7338.5,85.548
7339.0,85.283
7339.5,84.651
7340.0,81.496
7340.500000000001,82.017
7341.000000000001,86.358
7341.500000000001,89.231
7342.0,89.239
7342.5,87.062
7343.0,83.807
7343.5,81.379
7344.0,80.903
7344.500000000001,88.982
7345.000000000001,88.652
7345.500000000001,84.793
7346.0,81.461
7346.5,81.731
7347.0,84.244
7347.5,84.591
7348.0,83.808
7348.500000000001,82.452
7349.000000000001,80.683
7349.500000000001,79.049
7350.0,78.87
7350.5,79.199
7351.0,80.957
7351.5,82.715
7352.0,84.468
7352.500000000001,86.196
7353.000000000001,87.289
7353.500000000001,87.716
7354.0,88.086
7354.5,88.556
7355.0,88.303
7355.5,87.652
7356.0,85.737
7356.500000000001,82.665
7357.000000000001,78.132
7357.500000000001,75.696
7358.0,73.173
7358.5,71.81
7359.0,70.641
7359.5,74.163
7360.0,80.517
7360.500000000001,84.092
7361.000000000001,83.082
7361.500000000001,79.679
7362.0,78.097
7362.5,78.394
7363.0,82.21
7363.5,85.674
7364.0,87.397
7364.500000000001,89.512
7365.000000000001,88.727
7365.500000000001,87.421
7366.0,85.276
7366.5,83.736
7367.0,82.945
7367.5,83.411
7368.0,84.857
7368.500000000001,85.996
7369.000000000001,85.735
7369.500000000001,84.167
7370.0,82.599
7370.5,80.57
7371.0,78.35
7371.5,76.683
7372.0,76.04
7372.500000000001,75.031
7373.000000000001,73.963
7373.500000000001,73.604
7374.0,74.806
7374.5,76.045
7375.0,77.517
7375.5,80.145
7376.0,81.172
7376.500000000001,80.206
7377.000000000001,78.574
7377.500000000001,78.144
7378.0,77.882
7378.5,78.047
7379.0,78.592
7379.5,85.282
7380.0,84.453
7380.500000000001,80.903
7381.000000000001,79.882
7381.500000000001,79.397
7382.0,78.913
7382.5,78.428
7383.0,74.479
7383.5,74.182
7384.0,76.38
7384.500000000001,80.422
7385.000000000001,87.424
7385.500000000001,84.512
7386.0,81.027
7386.5,81.707
7387.0,84.396
7387.5,86.82
7388.0,86.179
7388.500000000001,81.924
7389.000000000001,76.334
7389.500000000001,72.489
7390.0,71.488
7390.5,71.255
7391.0,71.328
7391.5,71.4
7392.0,71.827
7392.500000000001,72.772
7393.000000000001,74.422
7393.500000000001,78.946
7394.0,80.364
7394.5,79.644
7395.0,75.661
7395.5,70.239
7396.0,67.95
7396.500000000001,70.011
7397.000000000001,75.914
7397.500000000001,78.109
7398.0,78.334
7398.5,77.244
7399.0,76.343
7399.5,76.203
7400.0,76.988
7400.500000000001,79.419
7401.000000000001,79.367
7401.500000000001,77.689
7402.0,77.103
7402.5,77.647
7403.0,79.021
7403.5,81.215
7404.0,83.916
7404.500000000001,81.975
7405.000000000001,76.565
7405.500000000001,71.988
7406.0,70.173
7406.5,70.776
7407.0,71.423
7407.5,71.385
7408.0,70.828
7408.500000000001,69.815
7409.000000000001,69.189
7409.500000000001,68.972
7410.0,68.755
7410.5,68.629
7411.0,68.562
7411.5,68.52
7412.0,68.63
7412.500000000001,68.892
7413.000000000001,72.145
7413.500000000001,76.527
7414.0,78.076
7414.5,74.384
7415.0,70.317
7415.5,70.092
7416.0,71.937
7416.500000000001,73.834
7417.000000000001,76.343
7417.500000000001,79.039
7418.0,82.343
7418.5,82.441
7419.0,81.231
7419.5,77.304
7420.0,73.902
7420.500000000001,71.32
7421.000000000001,68.739
7421.500000000001,64.26
7422.0,62.317
7422.5,64.133
7423.0,66.938
7423.5,69.828
7424.0,73.757
7424.499999999999,74.281
7425.000000000001,74.805
7425.500000000001,76.406
7426.0,78.612
7426.5,79.025
7427.0,78.868
7427.5,78.781
7428.0,79.546
7428.499999999999,82.893
7429.000000000001,84.451
7429.500000000001,83.501
7430.0,77.224
7430.5,74.247
7431.0,74.595
7431.5,76.561
7432.0,77.286
